Format,Size,Minify,Gzip,Score,LCP (s),FID (ms),CLS (s),FCP (s),SI (s),TTI (s),User CPU (%),System CPU (%),Memory RSS (Kb),Heap Total (Kb),Heap Used (Kb),JS Heap Used Size (Kb),JS Heap Total Size (Kb)
html,medium,0,0,31,9.65064505,197,0.6457195437011172,9.59964505,9.59964505,9.931945049999998,213934.558,29550.761,957296,674320,634447.7890625,634447.7890625,674320
html,medium,0,0,31,9.6520388,193,0.6457195437011172,9.6000388,9.6000388,9.932338800000002,218264.42,30374.583,931200,658416,626125.8359375,626125.8359375,658416
html,medium,0,0,32,9.64954365,188,0.6457195437011172,9.59254365,9.59254365,9.91129365,222529.901,31163.827,954864,663008,620396.3125,620396.3125,663008
html,medium,0,0,32,9.6491922,189,0.6457195437011172,9.5981922,9.5981922,9.918492200000001,226721.668,31950.072,976672,708752,669026.9375,669026.9375,708752
html,medium,0,0,31,9.6499668,210,0.6457195437011172,9.5969668,9.5969668,9.9498168,230909.013,32704.351,965392,692736,657995.3125,657995.3125,692736
html,medium,0,1,73,1.1028860999999999,202,0.6457195437011172,1.0498861,1.0498861,1.4624361,235373.883,33539.789,936688,680240,632232.3203125,632232.3203125,680240
html,medium,0,1,75,1.10224065,192,0.6457195437011172,1.04924065,1.04924065,1.37599065,239703.781,34334.58,919840,663904,628293.390625,628293.390625,663904
html,medium,0,1,75,1.1028121000000002,185,0.6457195437011172,1.0418121,1.0418121,1.3595621,243943.252,35134.599,983056,688432,647414.5546875,647414.5546875,688432
html,medium,0,1,75,1.102738,194,0.6457195437011172,1.050738,1.050738,1.379938,248346.55,35915.822,961328,679232,643651.0625,643651.0625,679232
html,medium,0,1,72,1.1041956,218,0.6457195437011172,1.0571956,1.0571956,1.5102955999999998,252971.828,36901.164,944272,671440,631883.1015625,631883.1015625,671440
html,medium,0,1,75,1.10208925,192,0.6457195437011172,1.05408925,1.05408925,1.3782892500000004,257119.122,37643.19,984864,691776,654782.171875,654782.171875,691776
html,medium,0,1,75,1.10267455,199,0.6457195437011172,1.0506745499999999,1.0506745499999999,1.38642455,261419.737,38417.201,986704,642368,598530.703125,598530.703125,642368
html,medium,0,1,73,1.1022024000000001,213,0.6457195437011172,1.0522024,1.0522024,1.4469024000000004,265633.411,39136.657,985712,675088,634845.7421875,634845.7421875,675088
html,medium,0,1,75,1.10230095,202,0.6457195437011172,1.05030095,1.05030095,1.38450095,270134.554,39967.337,987424,694592,650041.296875,650041.296875,694592
html,medium,0,1,72,1.10411475,217,0.6457195437011172,1.0561147499999999,1.0561147499999999,1.5456647499999998,274734.28,40800.523,990064,611024,567363.0390625,567363.0390625,611024
json,large,0,0,68,83.85797214999998,563,0,1.5795596,1.5795596,83.88047215,278397.527,41278.702,1105840,778272,738561.1015625,738561.1015625,778272
json,large,0,0,70,83.85570944999999,536,0,1.5789402,1.5789402,83.87820945000001,281770.461,41690.32,1144880,899760,856794.25,856794.25,899760
json,large,0,0,69,83.85262755000001,549,0,1.579533875,1.579533875,83.87512755,285161.788,42151.804,1145536,923488,879967.203125,879967.203125,923488
json,large,0,0,70,83.8513585,533,0,1.579533875,1.579533875,83.8738585,288448.99,42621.74,1273632,927616,878564.1796875,878564.1796875,927616
json,large,0,0,69,83.85231215,560,0,1.5786853749999998,1.5786853749999998,83.87481215000001,291829.387,43080.045,1271952,848000,754119.3359375,754119.3359375,848000
json,large,0,0,70,83.8510914,543,0,1.5794076,1.5794076,83.87359140000001,295081.56,43488.404,1293184,924256,875559.4140625,875559.4140625,924256
json,large,0,0,70,83.85133605,539,0,1.5789599750000003,1.5789599750000003,83.87383605000001,298413.633,43956.126,1272128,845472,752591.5078125,752591.5078125,845472
json,large,0,0,70,83.8500546,539,0,1.5790135750000003,1.5790135750000003,83.8725546,301843.828,44412.659,1273264,837792,743822.9140625,743822.9140625,837792
json,large,0,0,70,83.8516864,538,0,1.5793569250000001,1.5793569250000001,83.8741864,305054.495,44825.078,1294944,927664,880297.921875,880297.921875,927664
json,large,0,0,70,83.85227965,547,0,1.5797665249999997,1.5797665249999997,83.87477965000001,308706.095,45310.242,1254816,819568,731620.171875,731620.171875,819568
json,large,0,1,72,6.350325699999999,544,0,1.5791518249999996,1.5791518249999996,6.372825699999999,311956.237,45765.608,1238352,802336,717797.71875,717797.71875,802336
json,large,0,1,72,6.352665549999999,532,0,1.5794556249999996,1.5794556249999996,6.375165549999999,315090.163,46173.638,1259168,887264,843472.4609375,843472.4609375,887264
json,large,0,1,73,6.34379745,531,0,1.5790176999999999,1.5790176999999999,6.36629745,318785.668,46668.666,1239744,776976,734256.3671875,734256.3671875,776976
json,large,0,1,73,6.344141250000001,533,0,1.5789502750000002,1.5789502750000002,6.366641250000001,322368.593,47146.19,1234992,826976,689795.03125,689795.03125,826976
json,large,0,1,70,6.356717300000001,550,0,1.5993787000000002,1.5993787000000002,6.3792173000000005,325777.426,47622.535,1239120,781408,724524.34375,724524.34375,781408
json,large,0,1,72,6.345531575,539,0,1.5786985,1.5786985,6.3680331275,328839.493,48026.607,1321536,939776,901155.1015625,901155.1015625,939776
json,large,0,1,72,6.3475797,536,0,1.5789296000000002,1.5789296000000002,6.3700797,332170.496,48458.224,1262144,888896,844767.6484375,844767.6484375,888896
json,large,0,1,72,6.344817450000001,542,0,1.5795574749999999,1.5795574749999999,6.367317450000001,335621.861,48925.391,1241088,758784,711591.1015625,711591.1015625,758784
json,large,0,1,73,6.3435514,534,0,1.5789745749999997,1.5789745749999997,6.3660514,338650.382,49329.402,1262992,889104,839163.625,839163.625,889104
json,large,0,1,72,6.347550999999999,530,0,1.5790058749999998,1.5790058749999998,6.370050999999999,341995.516,49788.434,1252192,889408,840175.375,840175.375,889408
json,large,1,0,72,40.32333395,551,0,1.58158565,1.58158565,40.34583395,345179.211,50203.434,1269264,905744,866814.2265625,866814.2265625,905744
json,large,1,0,72,40.32227145,537,0,1.5790732250000001,1.5790732250000001,40.34477145,348534.006,50647.281,1268608,903584,854705.578125,854705.578125,903584
json,large,1,0,72,40.32282625,534,0,1.5790292499999998,1.5790292499999998,40.34532625,351658.024,51050.475,1276544,897504,854114.21875,854114.21875,897504
json,large,1,0,71,40.32405835000001,549,0,1.5793841500000003,1.5793841500000003,40.34655835000001,355044.476,51503.925,1276432,893776,845064.0625,845064.0625,893776
json,large,1,0,72,40.321305550000005,534,0,1.579429575,1.579429575,40.343805550000006,358460.595,51983.981,1277760,908144,871455.953125,871455.953125,908144
json,large,1,0,72,40.33924495,532,0,1.5790043999999999,1.5790043999999999,40.36174495000001,361534.011,52397.678,1275120,899408,855147.0390625,855147.0390625,899408
json,large,1,0,72,40.324047699999994,546,0,1.5795858249999999,1.5795858249999999,40.346547699999995,364758.144,52831.042,1275568,895824,851527.625,851527.625,895824
json,large,1,0,73,40.321108,528,0,1.579365775,1.579365775,40.343608,367982.174,53273.519,1275424,899168,849998.359375,849998.359375,899168
json,large,1,0,73,40.320280350000004,531,0,1.57899735,1.57899735,40.34278035,371235.873,53735.013,1255808,819584,732685.46875,732685.46875,819584
json,large,1,0,72,40.32109669999999,541,0,1.5791950250000002,1.5791950250000002,40.3435967,374371.274,54153.925,1281136,897104,849436.15625,849436.15625,897104
json,large,1,1,78,5.251939650000001,529,0,1.578827475,1.578827475,5.274439650000001,377558.785,54601.132,1252512,805488,723327.1953125,723327.1953125,805488
json,large,1,1,78,5.2511664,526,0,1.5792072499999998,1.5792072499999998,5.2736664,380607.879,55012.158,1273872,891360,842581.03125,842581.03125,891360
json,large,1,1,78,5.263722400000001,528,0,1.581539775,1.581539775,5.286222400000001,383800.115,55440.983,1272896,889920,853182.7578125,853182.7578125,889920
json,large,1,1,78,5.2501694500000005,532,0,1.5787727,1.5787727,5.27266945,387142.55,55889.152,1273584,894960,846525.8046875,846525.8046875,894960
json,large,1,1,78,5.2493654,532,0,1.5791383499999998,1.5791383499999998,5.2718654,390392.151,56341.435,1252544,796208,754116.109375,754116.109375,796208
json,large,1,1,78,5.2504254,533,0,1.5794233500000001,1.5794233500000001,5.2729254,393449.412,56744.338,1274384,898176,848432.078125,848432.078125,898176
json,large,1,1,78,5.249863250000001,536,0,1.579284725,1.579284725,5.272363250000001,396518.383,57146.371,1275072,889552,839872.9921875,839872.9921875,889552
json,large,1,1,78,5.250307575000001,530,0,1.579345375,1.579345375,5.272807642500001,399752.366,57588.559,1274656,888880,850707.140625,850707.140625,888880
json,large,1,1,77,5.25302485,544,0,1.58194425,1.58194425,5.27552485,402959.737,58021.91,1274736,891728,851550.2734375,851550.2734375,891728
json,large,1,1,78,5.250865,532,0,1.579087325,1.579087325,5.273365,406571.802,58518.421,1253712,774704,732693.59375,732693.59375,774704
html,large,0,0,22,19.573380949999997,202,0.63028937465347,19.51438095,19.51438095,20.249980949999998,417813.871,60392.678,934400,777856,729088.640625,729088.640625,777856
html,large,0,0,23,19.57150795,193,0.63028937465347,19.50350795,19.50350795,20.21465795,429150.347,62276.278,885984,734880,701476.2578125,701476.2578125,734880
html,large,0,0,22,19.571605199999997,204,0.63028937465347,19.513605199999997,19.513605199999997,20.303205199999997,440746.809,64261.487,890960,715104,671543.828125,671543.828125,715104
html,large,0,0,23,19.5722385,192,0.63028937465347,19.5022385,19.5022385,20.2937885,452259.32,66288.167,883168,730592,697200.3828125,697200.3828125,730592
html,large,0,0,23,19.57170735,194,0.63028937465347,19.50870735,19.50870735,20.28330735,463738.864,68179.475,885424,708016,676253.5390625,676253.5390625,708016
html,large,0,0,22,19.57279075,206,0.63028937465347,19.52379075,19.52379075,20.27039075,475842.197,70253.213,862960,699872,646071.9375,646071.9375,699872
html,large,0,0,30,19.5714121,127,0.63028937465347,19.3184121,19.3184121,20.148462100000003,487295.104,72144.424,874176,712656,678390.4296875,678390.4296875,712656
html,large,0,0,28.000000000000004,19.5725337,133,0.63028937465347,19.4335337,19.4335337,20.2222837,498156.999,74000.742,965792,722928,624823.8984375,624823.8984375,722928
html,large,0,0,22,19.571877100000002,206,0.63028937465347,19.5048771,19.5048771,20.303027099999998,509482.698,75796.363,893168,734064,695712.9375,695712.9375,734064
html,large,0,0,22,19.57049525,197,0.63028937465347,19.50749525,19.50749525,20.27399525,521169.299,77651.757,892736,726848,683148.0390625,683148.0390625,726848
html,large,0,1,68,1.2817735499999998,194,0.63028937465347,1.20377355,1.20377355,2.08412355,532326.531,79775.433,850144,686400,649435.09375,649435.09375,686400
html,large,0,1,67,1.2768389999999998,202,0.63028937465347,1.226839,1.226839,2.028789,543163.226,81788.002,1074704,929440,891658.9296875,891658.9296875,929440
html,large,0,1,67,1.2769499,201,0.63028937465347,1.2199499,1.2199499,1.9957999000000002,554280.576,83649.776,1060096,827760,619510.2265625,619510.2265625,827760
html,large,0,1,67,1.27908795,196,0.63028937465347,1.2200879500000001,1.2200879500000001,2.00658795,565118.625,85768.744,1077952,940080,900815.046875,900815.046875,940080
html,large,0,1,67,1.28263625,203,0.63028937465347,1.22363625,1.22363625,2.05043625,577015.722,87790.776,886208,732000,698752.4296875,698752.4296875,732000
html,large,0,1,68,1.2771923,197,0.63028937465347,1.2211923000000002,1.2211923000000002,1.9693423000000003,588905.617,89717.321,878592,725264,686011.5,686011.5,725264
html,large,0,1,67,1.27729285,205,0.63028937465347,1.22129285,1.22129285,1.9798928500000001,601141.691,91701.107,879040,726128,685122.71875,685122.71875,726128
html,large,0,1,67,1.2772968,202,0.63028937465347,1.2212968000000002,1.2212968000000002,1.9824468000000002,613122.834,93525.676,887008,732864,695522.1015625,695522.1015625,732864
html,large,0,1,67,1.2789493,206,0.63028937465347,1.2199493,1.2199493,1.9865493000000003,625133.215,95317.551,898416,743872,706416.90625,706416.90625,743872
html,large,0,1,67,1.27781895,208,0.63028937465347,1.2258189499999999,1.2258189499999999,2.01231895,636970.828,97188.275,918480,764256,724623.3203125,724623.3203125,764256
json,extra-large,0,0,55.00000000000001,127.38960535,824,0,1.5795865,1.5795865,127.41210535000002,641547.665,97761.885,1185232,929824,810158.1953125,810158.1953125,929824
json,extra-large,0,0,55.00000000000001,127.38940575000001,819.0000000000002,0,1.579385925,1.579385925,127.41190575,645408.382,98241.511,1309120,1061872,1013501.34375,1013501.34375,1061872
json,extra-large,0,0,54,127.3961223,819,0,1.58536355,1.58536355,127.41862230000002,649173.571,98742.768,1425440,1064128,1017421.421875,1017421.421875,1064128
json,extra-large,0,0,55.00000000000001,127.40828884999999,818,0,1.5788792249999997,1.5788792249999997,127.43078885000001,653340.491,99381.339,1307328,1058080,1012835.859375,1012835.859375,1058080
json,extra-large,0,0,55.00000000000001,127.3890282499993,817,0,1.5789876250000001,1.5789876250000001,127.4115283849993,657369.61,99886.346,1432832,1062864,1012435.828125,1012435.828125,1062864
json,extra-large,0,0,55.00000000000001,127.38916139999999,816,0,1.5786947999999998,1.5786947999999998,127.4116614,661131.486,100341.883,1448864,1064400,1015087.578125,1015087.578125,1064400
json,extra-large,0,0,53,127.39004275,842,0,1.579542875,1.579542875,127.41254275000001,664933.074,100793.887,1451152,1061360,1017875.75,1017875.75,1061360
json,extra-large,0,0,54,127.3914922,838,0,1.5791793250000001,1.5791793250000001,127.41399220000002,669346.716,101326.963,1400800,911968,870477.6484375,870477.6484375,911968
json,extra-large,0,0,54,127.39158945,852.0000000000002,0,1.579326775,1.579326775,127.41408945,673485.255,101847.13,1398800,932240,883957.4609375,883957.4609375,932240
json,extra-large,0,0,55.00000000000001,127.3897182,821,0,1.5788275749999998,1.5788275749999998,127.4122182,677236.678,102288.992,1449456,1056384,1007511.0703125,1007511.0703125,1056384
json,extra-large,0,1,54,8.584702649999999,827.9999999999998,0,1.578787425,1.578787425,8.59970265,681636.3,102825.402,1404416,959968,918962.9296875,918962.9296875,959968
json,extra-large,0,1,55.00000000000001,8.579197449999999,822,0,1.57915585,1.57915585,8.59419745,685594.263,103275.332,1399536,925104,886377.7109375,886377.7109375,925104
json,extra-large,0,1,54,8.5817117,833,0,1.578558,1.578558,8.5967117,689315.929,103729.689,1455584,1047440,998796.296875,998796.296875,1047440
json,extra-large,0,1,54,8.58051095,819,0,1.5788868750000002,1.5788868750000002,8.59551095,693067.076,104207.823,1455216,1054096,1016920.8203125,1016920.8203125,1054096
json,extra-large,0,1,54,8.5994238,812,0,1.5794917499999996,1.5794917499999996,8.6144238,696721.99,104661.187,1455200,1057872,1009808.78125,1009808.78125,1057872
json,extra-large,0,1,54,8.58065865,826.9999999999998,0,1.5787790249999998,1.5787790249999998,8.595658649999999,700624.821,105127.495,1455232,1052240,1002996.5625,1002996.5625,1052240
json,extra-large,0,1,54,8.58148175,814,0,1.57901055,1.57901055,8.59648175,704455.558,105616.251,1455696,1052160,1009873.7109375,1009873.7109375,1052160
json,extra-large,0,1,54,8.58277455,822,0,1.5788705,1.5788705,8.597774550000002,708328.719,106072.904,1455760,1048640,1007661.1640625,1007661.1640625,1048640
json,extra-large,0,1,54,8.5963324,809.0000000000002,0,1.5788177999999997,1.5788177999999997,8.611332400000002,712518.566,106588.771,1405776,991984,946426.5234375,946426.5234375,991984
json,extra-large,0,1,54,8.596778350000001,829,0,1.5789933,1.5789933,8.61177835,716759.467,107131.566,1405584,955936,906871.3203125,906871.3203125,955936
json,extra-large,1,0,55.00000000000001,60.5940465,805.9999999999998,0,1.57875615,1.57875615,60.616546500000005,720956.655,107680.426,1430496,943328,868959.109375,868959.109375,943328
json,extra-large,1,0,55.00000000000001,60.593819950000004,816,0,1.5789163250000002,1.5789163250000002,60.616319950000005,725153.602,108226.518,1430576,926992,878259.1171875,878259.1171875,926992
json,extra-large,1,0,55.00000000000001,60.594910299999995,832,0,1.5784516000000004,1.5784516000000004,60.6174103,730504.236,109030.761,1219888,949536,911988.6953125,911988.6953125,949536
json,extra-large,1,0,55.00000000000001,60.59413789999999,812,0,1.5788309749999998,1.5788309749999998,60.61663789999999,734799.878,109616.807,1361168,939712,892522.0546875,892522.0546875,939712
json,extra-large,1,0,55.00000000000001,60.594726949999995,826.0000000000002,0,1.5786364999999998,1.5786364999999998,60.61722695000001,739090.302,110160.909,1361184,938944,872608.9453125,872608.9453125,938944
json,extra-large,1,0,55.00000000000001,60.59613615,826.9999999999998,0,1.5788762249999997,1.5788762249999997,60.61863615,743414.355,110726.389,1361232,942544,865585.1484375,865585.1484375,942544
json,extra-large,1,0,55.00000000000001,60.59359285,817,0,1.5790267749999998,1.5790267749999998,60.61609285,747707.315,111271.37,1361328,930352,873010.9609375,873010.9609375,930352
json,extra-large,1,0,55.00000000000001,60.59388755,811.0000000000002,0,1.578781425,1.578781425,60.61638755,752203.553,111843.818,1361264,940816,859384.3125,859384.3125,940816
json,extra-large,1,0,54,60.5987321,855.0000000000002,0,1.5801318500000001,1.5801318500000001,60.62123210000001,756672.262,112517.2,1238016,903824,839902.65625,839902.65625,903824
json,extra-large,1,0,55.00000000000001,60.596632299999996,847.9999999999998,0,1.5792044,1.5792044,60.6191323,760928.497,113093.875,1305200,908800,846067.8046875,846067.8046875,908800
json,extra-large,1,1,56.00000000000001,6.9412865,830,0,1.5792716499999997,1.5792716499999997,6.9637865,765281.013,113624.68,1289760,956032,828544.9453125,828544.9453125,956032
json,extra-large,1,1,55.00000000000001,6.94441195,913.0000000000002,0,1.5804181,1.5804181,6.96691195,768992.706,114088.797,1358608,1050000,999870.9921875,999870.9921875,1050000
json,extra-large,1,1,56.00000000000001,6.94970975,820.5,0,1.5804155500000001,1.5804155500000001,6.97220975,773229.275,114606.966,1369104,1033872,985654.6796875,985654.6796875,1033872
json,extra-large,1,1,56.00000000000001,6.948313099999999,841.9999999999998,0,1.579633675,1.579633675,6.9708131,777631.587,115136.38,1369216,1043856,991901.296875,991901.296875,1043856
json,extra-large,1,1,56.00000000000001,6.945455399999999,836,0,1.5786945499999998,1.5786945499999998,6.9679554,781356.305,115623.131,1427600,1051552,1008967.0234375,1008967.0234375,1051552
json,extra-large,1,1,56.00000000000001,6.954800800000001,830.9999999999998,0,1.579509675,1.579509675,6.977300800000001,785103.599,116095.225,1435568,1056176,1016662.25,1016662.25,1056176
json,extra-large,1,1,56.99999999999999,6.9430324,811.9999999999998,0,1.5793901000000001,1.5793901000000001,6.9655324,788863.083,116563.301,1438944,1048752,1002961.109375,1002961.109375,1048752
json,extra-large,1,1,56.00000000000001,6.94205965,839.0000000000002,0,1.579486375,1.579486375,6.96455965,793652.898,117169.892,1388848,912080,871858.859375,871858.859375,912080
json,extra-large,1,1,56.00000000000001,6.940631,835,0,1.5790558500000003,1.5790558500000003,6.963131,797933.587,117706.406,1378400,944368,824504.03125,824504.03125,944368
json,extra-large,1,1,56.99999999999999,6.95719725,816.9999999999998,0,1.5794841500000003,1.5794841500000003,6.979697250000001,801654.163,118150.068,1435184,1044416,1007898.140625,1007898.140625,1044416
html,extra-large,0,0,16,29.3431708,379,0.63028937465347,29.2831708,29.2831708,30.5922208,823828.162,121680.658,1040368,865184,826114.171875,826114.171875,865184
html,extra-large,0,0,16,29.342531299999997,376,0.63028937465347,29.290531299999998,29.290531299999998,30.625031300000003,846178.227,125182.04,1025488,835792,800188.7578125,800188.7578125,835792
html,extra-large,0,0,16,29.346980650000003,375,0.63028937465347,29.28098065,29.28098065,30.582480650000004,868525.923,128648.03,1026624,838320,797598.078125,797598.078125,838320
html,extra-large,0,0,16,29.34105455,370,0.63028937465347,29.28105455,29.28105455,30.639204550000002,891417.857,132194.052,1012576,844400,803045.40625,803045.40625,844400
html,extra-large,0,0,16,29.3449164,362,0.63028937465347,29.293916399999997,29.293916399999997,30.597966399999997,915147.647,135829.499,1013600,832368,790487.984375,790487.984375,832368
html,extra-large,0,0,16,29.3409365,370,0.63028937465347,29.2839365,29.2839365,30.5818865,938157.488,139339.259,1007200,826352,782858.9765625,782858.9765625,826352
html,extra-large,0,0,15,29.344255150000002,380,0.63028937465347,29.28425515,29.28425515,30.581755150000003,965036.398,143273.01,997312,806064,763898.0625,763898.0625,806064
html,extra-large,0,0,17,29.35669865,409,0.63028937465347,29.21569865,29.21569865,30.59439865,994988.195,147697.065,984688,793456,753361.5,753361.5,793456
html,extra-large,0,0,16,29.34756615,370,0.63028937465347,29.28656615,29.28656615,30.625616150000003,1025658.8,152191.138,994480,831376,785079.5625,785079.5625,831376
html,extra-large,0,0,13,29.3524585,510,0.63028937465347,29.292458500000002,29.292458500000002,30.797608500000003,1060418.434,157665.522,853712,695104,649089.2890625,649089.2890625,695104
html,extra-large,0,1,56.99999999999999,1.4741752000000001,559,0.63028937465347,1.4111752000000002,1.4111752000000002,2.9386252000000006,1089234.719,162230.116,995040,856576,812397.2421875,812397.2421875,856576
html,extra-large,0,1,62,1.4624667500000001,364,0.63028937465347,1.40846675,1.40846675,2.71896675,1112844.222,165724.7,1005712,866512,823731.0390625,823731.0390625,866512
html,extra-large,0,1,62,1.45620975,352,0.63028937465347,1.40020975,1.40020975,2.7002597500000003,1136817.457,169392.463,1001392,824736,783245.9609375,783245.9609375,824736
html,extra-large,0,1,56.99999999999999,1.46028115,554,0.63028937465347,1.36928115,1.36928115,2.9258811500000004,1160236.907,173077.295,972704,826336,776873.3125,776873.3125,826336
html,extra-large,0,1,61,1.45014515,357,0.63028937465347,1.40314515,1.40314515,2.6837451500000005,1184293.345,176723.067,972352,823440,786736.5234375,786736.5234375,823440
html,extra-large,0,1,62,1.4513582999999999,354,0.63028937465347,1.3993582999999998,1.3993582999999998,2.7114083,1209182.498,180482.486,990752,823312,789708.171875,789708.171875,823312
html,extra-large,0,1,61,1.45422465,365,0.63028937465347,1.39522465,1.39522465,2.69827465,1236253.179,184330.842,977456,825504,784134.0234375,784134.0234375,825504
html,extra-large,0,1,61,1.4508600999999999,357,0.63028937465347,1.4018601,1.4018601,2.6929101,1260376.65,187944.086,958768,817136,774369.9609375,774369.9609375,817136
html,extra-large,0,1,60,1.45014285,401,0.63028937465347,1.40314285,1.40314285,2.80864285,1292945.314,192829.669,1007664,832704,791015.6796875,791015.6796875,832704
html,extra-large,0,1,61,1.45622435,373,0.63028937465347,1.40722435,1.40722435,2.75427435,1323159.725,197403.998,983968,819472,785530.7109375,785530.7109375,819472
